1:  25¡Â33x4/57=
7670:  17x74¡Â86/88=
7671:  9-(11-4)=
7672:  58+(31x2)=
7673:  (88x66)x52=
7674:  (64¡Â11)+96=
7675:  98+74¡Â29=
7676:  16x(70-42)=
7677:  77x42-58=
7678:  29¡Â(19/30x69)=
7679:  65¡Â(3x5)/12=
7680:  (13/78¡Â11)+28=
7681:  (45¡Â45)¡Â15/85=
7682:  73x53-16=
7683:  98x57x77=
7684:  40x(31¡Â41)/68=
7685:  64+(12/27¡Â56)=
7686:  43x17x97=
7687:  45+(45+20)=
7688:  40¡Â(87/37x25)=
7689:  36¡Â78/52+47/31=
7690:  (10+67)x30=
7691:  92/28x(39+15)/20=
7692:  (92x41)+14=
7693:  94/1+(26¡Â39)/41=
7694:  (95¡Â90)x51=
7695:  43x90x63=
7696:  7+(15+67)=
7697:  (72x3)/38-85/62=
7698:  92¡Â91-28/73=
7699:  93¡Â(11+22)=
7700:  7x63-53=
7701:  86-22¡Â13=
7702:  13+64-36=
7703:  (83x44)+98=
7704:  (87-76)+50=
7705:  23/63x17x5/10=
7706:  6+8+39=
7707:  37x63+88=
7708:  32¡Â21x83=
7709:  72¡Â85+67=
7710:  74/65+(55x21)=
7711:  73x(76/16¡Â49)=
7712:  35+(96x36)=
7713:  75¡Â(22¡Â92)=
7714:  43¡Â40/77-18=
7715:  (35/77x92)¡Â94=
7716:  56+94¡Â66=
7717:  (34+54)¡Â74=
7718:  (68+56)x72/43=
7719:  98-83+22=
7720:  (35/58+83)¡Â40=
7721:  (38¡Â16)x48=
7722:  (96-84)x34/49=
7723:  95/60+72x26=
7724:  (69+84)+79/67=
7725:  94+(76x2)/95=
7726:  7¡Â82x14/44=
7727:  26/13-13¡Â33=
7728:  31-50¡Â88=
7729:  94¡Â(48x41)=
7730:  34x79¡Â40=
7731:  73+(16x8)=
7732:  (76¡Â25)x10=
7733:  (79/12x40)+9=
7734:  53+45/13¡Â35=
7735:  (31-17)¡Â51=
7736:  60-12¡Â1=
7737:  19+(14¡Â77)=
7738:  95/53x(60-54)=
7739:  48/78x10¡Â79=
7740:  25x(18+97)=
7741:  48/2x(89-60)/49=
7742:  50x94+10=
7743:  59x(6+97)=
7744:  81x59¡Â56=
7745:  (69+98)-22=
7746:  57-1+6=
7747:  82-(58-38)=
7748:  57+(7-6)/8=
7749:  23x(89x26)=
7750:  3/66+43/32+87/61=
7751:  18x13x76=
7752:  37¡Â82x98=
7753:  49x(31¡Â35)=
7754:  (69+59)/81¡Â22=
7755:  88+(34¡Â89)/32=
7756:  (74/48+51)¡Â68=
7757:  74/30x7¡Â90=
7758:  69-49+57/52=
7759:  (60¡Â39)+83=
7760:  (62/53+36)x17/39=
7761:  77+71-72=
7762:  95x5x18=
7763:  (87+4)x56=
7764:  (45/67+18)x23/95=
7765:  83+(27+20)=
7766:  52-49x1=
7767:  86x(96x46)/91=
7768:  (26+53)+2=
7769:  57+39¡Â31=
7770:  (30¡Â36)¡Â71=
7771:  22¡Â22/36x56=
7772:  (12+7)/90+98=
7773:  21-36/91+24=
7774:  70¡Â57+13/52=
7775:  84+(59¡Â53)=
7776:  19+75¡Â27/11=
7777:  84/30-(14¡Â95)=
7778:  (77¡Â90)¡Â50=
7779:  (19/66+90)¡Â26/59=
7780:  49+(44/73+13)=
7781:  99¡Â18/39x8/5=
7782:  (52¡Â21)x52/93=
7783:  68/70¡Â9/77+39=
7784:  47+7-34/7=
7785:  78/53x5x87=
7786:  (71x71)/86x46=
7787:  (48¡Â45)/77x3=
7788:  (22+91)/59x2=
7789:  (98x86)/42-52=
7790:  71x(96+87)=
7791:  (80/22+80)/49¡Â63=
7792:  (16/33x91)¡Â64=
7793:  15x20x60=
7794:  72x90/79-68=
7795:  56/80+60x99=
7796:  8+(11¡Â96)/38=
7797:  (64x30)¡Â9=
7798:  49/52+36x88=
7799:  29¡Â(66+100)=
7800:  (11-6)¡Â55=
7801:  85¡Â2¡Â54=
7802:  71/5+87/38x40=
7803:  (72¡Â54)¡Â20/48=
7804:  45/96x25x15/89=
7805:  (80¡Â63)/79+72=
7806:  77+56-76/55=
7807:  13+(26+9)=
7808:  32/63¡Â(93+55)=
7809:  (74/56+37)x39=
7810:  (89-85)x96/39=
7811:  23-46¡Â23=
7812:  49/47+(100/80x30)=
7813:  20+75¡Â30=
7814:  (86x86)¡Â86=
7815:  4+32/74x36=
7816:  55x(47+75)=
7817:  (9+34)x90=
7818:  44+98+56=
7819:  71x24/60x29/97=
7820:  54-(71x61)/81=
7821:  20/61x(13/81+36)=
7822:  (40+11)-10=
7823:  (97¡Â17)/92¡Â92=
7824:  31x39¡Â96=
7825:  90/68x(31+85)=
7826:  (22¡Â88)/87x98=
7827:  62-57+8/82=
7828:  (31¡Â73)x71=
7829:  46+25+18=
7830:  67-(41¡Â36)=
7831:  71+89+64=
7832:  (96-16)/22¡Â6=
7833:  22x98-13=
7834:  (97x29)-35=
7835:  11x7x55/13=
7836:  30-96¡Â4=
7837:  3¡Â24+31=
7838:  (38x69)x12/30=
7839:  13-11+70=
7840:  (65x43)/92x99=
7841:  (47x98)¡Â85=
7842:  42¡Â(10x82)=
7843:  51x4x100/93=
7844:  (39+4)+87/88=
7845:  (48/82+71)-61=
7846:  39¡Â30¡Â48=
7847:  7/22+84-7=
7848:  (87x41)-52/31=
7849:  33+(15/69+82)=
7850:  82¡Â66+71=
7851:  (80-56)x93=
7852:  3/41¡Â(28/52+84)=
7853:  10-(39¡Â15)/84=
7854:  35x(18+23)/26=
7855:  48x82+3=
7856:  43-26¡Â59=
7857:  16/4x(75/92x5)=
7858:  8¡Â(97-14)/12=
7859:  36+(43¡Â10)=
7860:  97x(68x24)=
7861:  (91-67)x58=
7862:  30+(70+100)/82=
7863:  95+(32¡Â91)/97=
7864:  (22+27)¡Â70=
7865:  17/86+95-29=
7866:  46-37-37/89=
7867:  4x(14x72)=
7868:  43/89x(7/1x25)=
7869:  1/100x(1/54¡Â45)/61=
7870:  94+42-20=
7871:  28+(91+69)/30=
7872:  100x100/24+60=
7873:  (83+31)-96=
7874:  (64-10)x37=
7875:  (26+11)/54+19=
7876:  (27-18)x93/86=
7877:  (6¡Â13)x64/3=
7878:  (94+7)/82x74/71=
7879:  23/11x(12x83)/54=
7880:  (63/10+50)+40=
7881:  5¡Â91x45/81=
7882:  (83-39)¡Â34=
7883:  20+(15+43)=
7884:  22x(22-21)/26=
7885:  11¡Â(55¡Â45)=
7886:  19/67¡Â30¡Â47=
7887:  99+83+69=
7888:  (27+88)x26=
7889:  86x(8/15+93)=
7890:  23x(90/6+14)=
7891:  88x47x95/85=
7892:  51+21¡Â42/64=
7893:  (41x97)¡Â32=
7894:  (19¡Â38)¡Â30=
7895:  (9x18)+59=
7896:  29+14/100x47=
7897:  4+94-37=
7898:  7x(20+11)=
7899:  (66x18)+19/49=
7900:  9x(28/89+95)=
7901:  (48x31)x29/26=
7902:  61x(31¡Â38)=
7903:  54+54+8/85=
7904:  90/8x19x45=
7905:  (28x74)-14=
7906:  (86¡Â62)x53=
7907:  (28x94)x44=
7908:  85+69¡Â78=
7909:  (16+43)¡Â66/57=
7910:  8+(68+35)=
7911:  76¡Â96+65/81=
7912:  34¡Â51x9=
7913:  48x73x27/85=
7914:  (16¡Â19)x13=
7915:  38/35+(46¡Â91)=
7916:  (5+66)x36=
7917:  86/64¡Â92¡Â85=
7918:  (50-36)+97=
7919:  38¡Â(66x18)=
7920:  16+44¡Â6=
7921:  (1x97)+80/100=
7922:  (84x30)/43¡Â22=
7923:  66-(76-68)=
7924:  71/38+(98-50)=
7925:  9-(68+23)/96=
7926:  (57¡Â86)+11=
7927:  (93+16)+100=
7928:  2¡Â(96+23)=
7929:  61¡Â26+86=
7930:  (75-21)¡Â43=
7931:  32+85+39/55=
7932:  94x73+64/18=
7933:  (74¡Â1)¡Â40=
7934:  29+(13¡Â24)=
7935:  (12+99)-88=
7936:  (57+74)-39=
7937:  39¡Â87/68x15/56=
7938:  (84¡Â51)x88=
7939:  10+65-22=
7940:  (56x22)+28/68=
7941:  (51¡Â60)¡Â55=
7942:  (61+24)x18/44=
7943:  33+(4/11+31)=
7944:  (73¡Â88)x61=
7945:  16x88/10-97=
7946:  (35¡Â75)¡Â42=
7947:  86-(82¡Â89)/79=
7948:  84/52x12x60=
7949:  84+96x6=
7950:  28¡Â(23-4)/68=
7951:  20-39¡Â79/32=
7952:  98x91x38=
7953:  39¡Â59¡Â71=
7954:  (70/10+35)+53=
7955:  (36x30)/5-82=
7956:  (78+39)-85=
7957:  42¡Â60¡Â32=
7958:  (44¡Â73)¡Â34/1=
7959:  (87/26x77)/68¡Â45=
7960:  (39/49¡Â23)¡Â40=
7961:  (46¡Â7)¡Â100=
7962:  (40¡Â10)x9=
7963:  29x76¡Â56=
7964:  69/80+(54x58)=
7965:  32¡Â(61x99)/79=
7966:  73-67/55¡Â18/12=
7967:  44+(48+96)=
7968:  12/12x(70/64x39)=
7969:  95+61-38/14=
7970:  25¡Â(12x25)=
7971:  65¡Â(97-9)=
7972:  (32/56¡Â69)x14=
7973:  (9x86)x14=
7974:  36¡Â59x59/25=
7975:  96-80¡Â71/64=
7976:  85-29-31=
7977:  55¡Â83+27=
7978:  99-58/79+32=
7979:  89/9x32-80=
7980:  (43+28)/64x11=
7981:  60+(38x96)=
7982:  47+13x54=
7983:  76/16+85¡Â76/28=
7984:  6x48¡Â45=
7985:  51-60/39+31=
7986:  83¡Â(79+98)=
7987:  72¡Â16¡Â22/88=
7988:  (65¡Â16)¡Â73/48=
7989:  95+21¡Â67=
7990:  70/70¡Â(11¡Â21)/66=
7991:  (35x41)+93=
7992:  28+44-8=
7993:  91¡Â38/97¡Â83=
7994:  2/42x(54+53)=
7995:  14x(15x33)/40=
7996:  (55+2)+83=
7997:  (30x69)x8=
7998:  (70¡Â61)x91=
7999:  (66x80)-23=
8000:  89/80¡Â(79x93)=
8001:  15x54¡Â62=
8002:  (70+97)¡Â84=
8003:  38/56+(26+67)=
8004:  36¡Â62¡Â40=
8005:  (58x46)x43=
8006:  93+(97-75)=
8007:  57/51+3+65/80=
8008:  (76-43)/100+59=
8009:  (35/94¡Â37)+32=
8010:  52¡Â23+95=
8011:  34+(12/98+39)=
8012:  (66-48)/18+31/45=
8013:  (38x77)/19+70=
8014:  100/64+32x92=
8015:  91+(72/21+39)=
8016:  2+49/45x91=
8017:  (66x20)¡Â39=
8018:  97x36/41¡Â32=
8019:  61+92/18+14/99=
8020:  43¡Â(6x5)=
8021:  (63x59)x84=
8022:  (32/96x26)/74x91=
8023:  42/51x(64+90)=
8024:  48x83+30=
8025:  (57/5x40)¡Â42/82=
8026:  (89/18-3)+96=
8027:  (65/6¡Â79)+72/100=
8028:  74x60-56/44=
8029:  34+56+65=
8030:  31/25¡Â90x35=
8031:  27¡Â39¡Â8=
8032:  22-(24/65x31)=
8033:  (37+18)-26=
8034:  57x60/31¡Â78=
8035:  (83x57)-6=
8036:  (25x100)¡Â99=
8037:  14x63¡Â65=
8038:  51-23¡Â25=
8039:  (89x49)x49/57=
8040:  75+(72+74)=
8041:  (78x60)¡Â86=
8042:  79-19/96¡Â46=
8043:  89+79-37/81=
8044:  (58+87)/3-19=
8045:  40x(66x80)=
8046:  (14¡Â82)/69+37=
8047:  100+(87¡Â36)=
8048:  3¡Â16+54=
8049:  (63+45)x86=
8050:  29¡Â8+52=
8051:  27-26/39-14=
8052:  80¡Â34+28/8=
8053:  67¡Â38x34=
8054:  100+6x67=
8055:  63¡Â(13+6)=
8056:  1+2x35/45=
8057:  22/86x13-32/44=
8058:  (44x14)-57/100=
8059:  88x(8-3)=
8060:  (46x48)/38+5=
8061:  (74¡Â12)x21=
8062:  35/20+47+28=
8063:  22¡Â94¡Â18=
8064:  (14+95)¡Â91/39=
8065:  77-69/61¡Â28=
8066:  64¡Â66x75=
8067:  71/42¡Â17+28=
8068:  89¡Â(93x46)=
8069:  39x(92x49)=
8070:  60¡Â(57/29x30)=
8071:  (47x23)/93x53/21=
8072:  12¡Â(98+60)=
8073:  45x20x7=
8074:  54+(17+28)=
8075:  94x17/28¡Â14=
8076:  75¡Â77x55=
8077:  (5¡Â98)¡Â87=
8078:  (59x44)+11=
8079:  59x(67¡Â8)=
8080:  27¡Â(18x7)=
8081:  16x(2/50¡Â72)=
8082:  5-(95¡Â21)=
8083:  44/80¡Â17¡Â11=
8084:  94+2+29/2=
8085:  42+29¡Â80=
8086:  44+(56+63)=
8087:  10/40+(11/97+64)/76=
8088:  67x(32¡Â81)=
8089:  52+(42¡Â9)/83=
8090:  74¡Â67+8/71=
8091:  (24¡Â43)¡Â60=
8092:  18x94-2=
8093:  93-30+55=
8094:  17x(98+17)=
8095:  16+(55+40)=
8096:  (61x44)-100=
8097:  81+(54x93)=
8098:  65x63x21=
8099:  38¡Â(92¡Â49)=
8100:  79x(54¡Â89)=
8101:  97-(14+63)=
8102:  24x(20x34)=
8103:  61+40/69+100=
8104:  (8+12)x77=
8105:  92+38/86x8=
8106:  18¡Â71x44=
8107:  (49¡Â92)x81/17=
8108:  73¡Â54x95=
8109:  73-19-3=
8110:  (68x51)/98¡Â32=
8111:  6x14+65=
8112:  (1/67+35)-21=
8113:  100-1/86x1=
8114:  73¡Â62¡Â99=
8115:  (68+41)/67¡Â63=
8116:  (16+55)/100¡Â26=
8117:  99x(80¡Â88)=
8118:  42+35-6=
8119:  14x49+89=
8120:  53¡Â84+13/17=
8121:  42+25¡Â10=
8122:  (71/17+49)+67=
8123:  19-(91-13)/37=
8124:  42+61¡Â100=
8125:  11x90-59=
8126:  55/91x12¡Â51=
8127:  38-23+47=
8128:  97+36x34=
8129:  8+(42/2¡Â47)=
8130:  62¡Â(18¡Â25)=
8131:  20x5x73=
8132:  50-93¡Â90=
8133:  14/85+(58¡Â94)=
8134:  88/20+100/82¡Â20/90=
8135:  55¡Â49/50+36=
8136:  (76-31)x4=
8137:  38/11¡Â61¡Â40=
8138:  (70/90¡Â14)¡Â45=
8139:  96¡Â(100x71)=
8140:  46+(96¡Â59)=
8141:  95¡Â69¡Â53=
8142:  (26+20)-45/47=
8143:  36/1+(13/82x86)=
8144:  (53¡Â43)/71+63=
8145:  (32+34)+51=
8146:  75x(18+83)/38=
8147:  95x(35/44x80)/86=
8148:  96x22+42=
8149:  26/52x(57x42)=
8150:  (21x83)/37+25=
8151:  (100x97)/68x68=
8152:  73/61x(100/10¡Â85)=
8153:  51+(81x82)=
8154:  (4x1)+55/27=
8155:  (99¡Â88)/78x39=
8156:  (71¡Â75)x84=
8157:  31/68+(55x19)=
8158:  (68x3)/79¡Â29=
8159:  81+21¡Â74=
8160:  (20¡Â94)/68+3=
8161:  33x52¡Â90=
8162:  55¡Â(84¡Â90)/76=
8163:  (97x80)x52=
8164:  25+(49+80)=
8165:  45x(56¡Â83)=
8166:  (80x65)¡Â62=
8167:  26x(11x81)=
8168:  32¡Â42x63=
8169:  9-(56¡Â17)=
8170:  100+91+34=
8171:  96+49¡Â75=
8172:  (65x67)¡Â29=
8173:  (47¡Â12)x21/20=
8174:  (71/20¡Â57)x30=
8175:  76x(97+17)=
8176:  (22-9)+61/39=
8177:  1+(81+100)=
8178:  2¡Â49/11x10=
8179:  39-(5¡Â75)=
8180:  61x(92¡Â4)=
8181:  31x91-40=
8182:  44¡Â(79¡Â72)=
8183:  (10+68)-9=
8184:  71/33¡Â91¡Â86=
8185:  78+(89-11)=
8186:  (19-6)/41¡Â86=
8187:  9-(63-62)=
8188:  69-(74/72¡Â39)=
8189:  74/41+(16x12)=
8190:  70x(35/18+52)/89=
8191:  (88+82)¡Â43/98=
8192:  (21x71)/90+92=
8193:  52x(75x9)=
8194:  37+93/79+69=
8195:  11¡Â(97/90+90)=
8196:  (77/81x85)¡Â37=
8197:  17¡Â(54¡Â17)=
8198:  (58¡Â96)+47=
8199:  21/34+(88-49)=
8200:  (8+71)¡Â83=
8201:  73¡Â22/78+34=
8202:  41x(26+58)=
8203:  (88¡Â23)¡Â47/85=
8204:  29/15+(90-44)=
8205:  75x91x91/22=
8206:  (73+4)¡Â43=
8207:  64¡Â10¡Â75=
8208:  4x53x64=
8209:  58/50x98/94x5/77=
8210:  67-(86¡Â22)=
8211:  41/34+(64x53)/2=
8212:  (83x92)x28=
8213:  63x60¡Â92=
8214:  78+12/70x58=
8215:  76+1¡Â91=
8216:  (40+69)x65=
8217:  99x39x76=
8218:  38¡Â74+97=
8219:  (33-2)x69=
8220:  58+96x99=
8221:  60/80x52+2=
8222:  89-96/74¡Â27/30=
8223:  89¡Â(74+70)/96=
8224:  71x41-42=
8225:  64x(2x35)=
8226:  (69/76+78)+26/78=
8227:  41/5x(5x8)=
8228:  72x(20+36)/5=
8229:  61¡Â(81+15)=
8230:  (42+92)-46=
8231:  72-53/30x6=
8232:  26x(88+10)=
8233:  3/33¡Â(19x36)/20=
8234:  85+7¡Â1=
8235:  (98-82)+33=
8236:  (23¡Â86)¡Â42/28=
8237:  86+15-12=
8238:  2-(23x2)/92=
8239:  3x17/42+86=
8240:  70/41x(46/69x94)=
8241:  (63x41)+86=
8242:  (1x48)x36=
8243:  (1¡Â51)x69=
8244:  (67+51)+1=
8245:  41¡Â8+99/45=
8246:  12¡Â100/72¡Â96=
8247:  (9x92)¡Â29=
8248:  44x(18¡Â70)/1=
8249:  94¡Â26/72x74=
8250:  82x6+67/1=
8251:  89¡Â(91+2)=
8252:  51-(78¡Â96)=
8253:  77/48+10¡Â66=
8254:  37+14/33+64/46=
8255:  (5x71)¡Â56=
8256:  (73+52)x28=
8257:  68+3¡Â49=
8258:  (81¡Â19)+47/4=
8259:  24¡Â(74+50)=
8260:  (34x18)¡Â3=
8261:  90/19x(16x29)=
8262:  89-(28/75¡Â77)=
8263:  57+92¡Â51=
8264:  96-19+40=
8265:  57+46/65x39=
8266:  (23+57)-75=
8267:  (4+46)¡Â79=
8268:  (4+94)+69=
8269:  19¡Â66¡Â58=
8270:  (66x82)/64-67=
8271:  11x91x94=
8272:  67¡Â(13¡Â81)=
8273:  16x23+35=
8274:  9/33+(85-30)/39=
8275:  31/19x30+75=
8276:  (62+50)-71/60=
8277:  15+(59¡Â51)=
8278:  (10/35¡Â77)+71=
8279:  23x94+70=
8280:  (95/27¡Â24)+69=
8281:  (98¡Â62)/92+55=
8282:  42¡Â(12x85)=
8283:  24¡Â10x69=
8284:  79x(34/20x15)=
8285:  (81x33)¡Â77=
8286:  3x(94-81)=
8287:  62-17+90=
8288:  (35-26)x20=
8289:  (98/13+84)x74=
8290:  (17+68)¡Â47=
8291:  78¡Â(43¡Â72)=
8292:  21-44¡Â87=
8293:  (60/48+64)x36=
8294:  (9+27)/96+21/16=
8295:  74¡Â(38+49)=
8296:  (55x86)/43+100=
8297:  15¡Â(91+44)=
8298:  9+(44-40)=
8299:  (32+62)-51=
8300:  38x81/34+5=
8301:  51¡Â(5¡Â76)=
8302:  (74+38)/56¡Â66=
8303:  (52-46)/38+32=
8304:  46x(84¡Â28)/79=
8305:  (53x98)¡Â7=
8306:  (41¡Â80)+90=
8307:  39/35x35/46¡Â1=
8308:  31+62¡Â65=
8309:  (39+67)-76=
8310:  (31¡Â72)¡Â45/77=
8311:  3x78+84/39=
8312:  (59x60)¡Â56=
8313:  (63x91)+6=
8314:  (99x85)+17=
8315:  (78-68)/89¡Â79=
8316:  53-69¡Â68=
8317:  (25/73+22)x14/100=
8318:  (31x13)x66/12=
8319:  39+(10+6)=
8320:  (85/56x13)-32/63=
8321:  (20x8)x45=
8322:  57/90¡Â14x1=
8323:  42+(14x97)=
8324:  (16/69+84)-56=
8325:  (19+84)-33=
8326:  (97+37)x27=
8327:  (99/34¡Â89)/91x88=
8328:  36¡Â(90¡Â49)=
8329:  (58¡Â56)x45/37=
8330:  (26/76x31)x50=
8331:  62+(68/32x6)=
8332:  65-(76-62)/2=
8333:  (100x8)-60/93=
8334:  69x57+71=
8335:  (39¡Â15)+2/34=
8336:  10¡Â(10-4)=
8337:  (98-49)/55¡Â70=
8338:  81x54¡Â86=
8339:  96¡Â28¡Â64=
8340:  (37+90)+59=
8341:  56x(51-32)=
8342:  78¡Â67x69=
8343:  56+9¡Â26=
8344:  100+18x39=
8345:  (13¡Â64)+94/26=
8346:  23-(91¡Â63)/99=
8347:  4x90+30=
8348:  5+(56¡Â92)=
8349:  (83/95x91)¡Â7=
8350:  69+(46+83)/64=
8351:  (90¡Â89)¡Â22/51=
8352:  93/77¡Â94x95=
8353:  73+(14x11)=
8354:  (35¡Â42)/74¡Â9=
8355:  (92x70)-20=
8356:  69/33+(71+44)=
8357:  26-(100¡Â94)=
8358:  6x(16¡Â6)/40=
8359:  100+(83+52)=
8360:  66¡Â(64-20)=
8361:  90-(24/100x75)=
8362:  18¡Â90+78=
8363:  23x(98x92)/43=
8364:  36¡Â(4x91)=
8365:  (22x58)x59=
8366:  52¡Â(47+36)=
8367:  (62x72)+96=
8368:  (55+62)¡Â68=
8369:  3+29¡Â68/48=
8370:  (100/64+26)x62=
8371:  17x66/97x72=
8372:  27x68¡Â26=
8373:  31x13/1x7=
8374:  8¡Â40+94/96=
8375:  99-(22/34x19)=
8376:  36+(42¡Â45)/48=
8377:  13¡Â(61/86x54)=
8378:  67¡Â(11/95x82)=
8379:  6/50¡Â84x16=
8380:  (77¡Â56)x44=
8381:  36+(94x96)=
8382:  (81¡Â28)¡Â61=
8383:  (89-37)/13+22=
8384:  (37+5)+22/93=
8385:  46+27¡Â100=
8386:  66¡Â(68+34)=
8387:  29/22+67+64=
8388:  100-16/81+76=
8389:  5¡Â(62¡Â92)=
8390:  60x15+7=
8391:  (68+95)¡Â54/89=
8392:  20/26+(72¡Â51)=
8393:  46/98x(62x57)/46=
8394:  72+(36+21)=
8395:  42¡Â2/92-45/39=
8396:  (55x35)+3=
8397:  71/94x(89+74)=
8398:  93/68+13¡Â89=
8399:  84/7+67+50/83=
8400:  (38-4)x75=
8401:  98-56+24=
8402:  22x95-76=
8403:  33/16¡Â93/9x34/34=
8404:  64-(77-54)=
8405:  (83-64)/22¡Â62=
8406:  8/6x1¡Â52=
8407:  5¡Â(96/1¡Â9)=
8408:  4¡Â26¡Â84=
8409:  94+(80¡Â82)/75=
8410:  80+(48¡Â28)=
8411:  (53¡Â30)x52=
8412:  (94/45x71)x44=
8413:  60¡Â64/40¡Â28/98=
8414:  20x90¡Â36=
8415:  18¡Â25/12x39/98=
8416:  (34x99)-81=
8417:  47/74x(60x34)=
8418:  96+29+13=
8419:  28/47x59/28x95=
8420:  (42¡Â89)+93/98=
8421:  28+71-50=
8422:  68x(68x85)=
8423:  4¡Â(60+63)=
8424:  58x100x25=
8425:  2+(84¡Â23)/68=
8426:  29-(76/99¡Â2)/95=
8427:  31¡Â(82+45)=
8428:  99/40¡Â(12¡Â86)=
8429:  1/19¡Â(40x25)/7=
8430:  (30x3)/14-97/77=
8431:  76+7¡Â71=
8432:  (72+25)¡Â14=
8433:  81-18/81+78/31=
8434:  (19¡Â90)¡Â66=
8435:  70+(21x90)=
8436:  (27x31)+21=
8437:  39/23x(10x47)=
8438:  (86x1)-73/51=
8439:  (67¡Â7)+67/100=
8440:  93x16x5=
8441:  64-(25/77¡Â16)/12=
8442:  58+(34¡Â19)=
8443:  (75-45)x95/12=
8444:  10x33x8/63=
8445:  24-(54+3)/65=
8446:  31+17+38=
8447:  96¡Â85¡Â4=
8448:  87/80¡Â22¡Â21=
8449:  91/4¡Â29+38=
8450:  95/3+(98¡Â45)/52=
8451:  51/3x(57/100¡Â33)/66=
8452:  63¡Â(13¡Â88)=
8453:  (10+95)¡Â24=
8454:  88-23+62=
8455:  (18+56)/61¡Â20=
8456:  59x(59+92)=
8457:  8x(59x97)/100=
8458:  53¡Â51+36/20=
8459:  86/83x(46¡Â70)=
8460:  3/5x(44x94)=
8461:  (78x64)x75/38=
8462:  (50¡Â15)¡Â79=
8463:  (13/39+53)¡Â2=
8464:  16+(36/100¡Â52)=
8465:  (52-8)/32x67=
8466:  18+(44+37)=
8467:  84x(32/14+42)=
8468:  (87¡Â76)x60=
8469:  88x46x49=
8470:  (74¡Â5)¡Â3=
8471:  54x21-84=
8472:  13¡Â(63¡Â92)=
8473:  9+(45/23+7)=
8474:  16/27¡Â(62+35)=
8475:  59x59x65=
8476:  26¡Â84x34=
8477:  40-10-21=
8478:  42x66+44/62=
8479:  68+(31x11)=
8480:  (42+84)+9=
8481:  (92+77)x2=
8482:  59-41¡Â24=
8483:  (97+73)-92=
8484:  88+26¡Â64/78=
8485:  75-(20¡Â78)=
8486:  49-7¡Â36=
8487:  (51+14)x16=
8488:  25x25+57/37=
8489:  1¡Â(66/17+79)=
8490:  33¡Â84+80=
8491:  50/63+70/3+89/100=
8492:  (84x11)-37=
8493:  25+97-19/94=
8494:  11-28/26-5=
8495:  10+(92x7)=
8496:  97/14-(36¡Â44)/60=
8497:  (18+100)-90/92=
8498:  50x(12/59+83)=
8499:  45-(94/80+21)=
8500:  (89+40)/77+7=
8501:  88¡Â(15+72)/36=
8502:  21/13x(46+73)=
8503:  79¡Â42+35/26=
8504:  71-5+32=
8505:  95x17¡Â48=
8506:  51/95x78¡Â33=
8507:  36+59-39=
8508:  50¡Â(53¡Â29)=
8509:  (25+77)¡Â85/82=
8510:  69/68+4x28/78=
8511:  (86¡Â23)/35x24=
8512:  13x37¡Â66/68=
8513:  35-(88¡Â67)=
8514:  62/60+(59+68)=
8515:  97¡Â91¡Â43=
8516:  (70-24)+80=
8517:  17¡Â(95/57x94)=
8518:  11+(22+59)=
8519:  40x57x61/19=
8520:  65+50¡Â65=
8521:  (61¡Â20)/22¡Â17=
8522:  (60-34)x45=
8523:  100-55¡Â6=
8524:  59+73-40=
8525:  23x58¡Â28/93=
8526:  85-28¡Â88=
8527:  (67x99)¡Â65=
8528:  4x(45-12)/4=
8529:  1¡Â(85+27)=
8530:  97¡Â97x55=
8531:  87+94+46/64=
8532:  (22+12)¡Â28/74=
8533:  88+(8+19)=
8534:  1+76+17/96=
8535:  (78¡Â86)/75x36=
8536:  40¡Â(58x62)=
8537:  2/63¡Â(70/35+26)=
8538:  57x69-75=
8539:  12-36¡Â40=
8540:  29x46+93=
8541:  57¡Â(95+77)=
8542:  52+(13¡Â52)=
8543:  91x71/99¡Â90/26=
8544:  (76¡Â81)/33+99=
8545:  5x(66+94)=
8546:  60x57/16+75=
8547:  87¡Â33x85=
8548:  88/76x31x30/63=
8549:  6+(13¡Â50)=
8550:  87+(17-10)=
8551:  32+44-26=
8552:  6x35+67=
8553:  (64/5x64)+100=
8554:  50/70x(72x71)=
8555:  (44-21)/56+88=
8556:  40-18x18/96=
8557:  63x(23/33¡Â80)=
8558:  56+(75-70)=
8559:  31x(36+100)=
8560:  21+70/73¡Â68=
8561:  16x(52+90)=
8562:  (45+97)+27=
8563:  (86/48+47)x5=
8564:  53-52+25=
8565:  36-(69+33)/27=
8566:  84+50x20=
8567:  31¡Â78x10=
8568:  (69x7)-44=
8569:  (81¡Â32)/11x93=
8570:  42-1¡Â28=
8571:  92x28¡Â57=
8572:  48¡Â43x69/24=
8573:  48-(18¡Â41)/72=
8574:  87-65¡Â63=
8575:  (82¡Â63)¡Â3=
8576:  (67-44)+35=
8577:  (57+12)x68/24=
8578:  32+(39x77)=
8579:  18/22¡Â69x31=
8580:  7¡Â87x54/78=
8581:  (43x38)/77¡Â46=
8582:  (66¡Â96)x73=
8583:  54/4+46x61=
8584:  (19x4)/43¡Â21=
8585:  62¡Â(21/10¡Â36)=
8586:  14/62¡Â(74¡Â63)=
8587:  98/22x93-72/48=
8588:  36+(26/9+94)/94=
8589:  (17/49+59)/57¡Â25/49=
8590:  (66+83)x51/79=
8591:  96¡Â(72+66)=
8592:  (25¡Â58)x13/34=
