1:  25¡Â33x4/57=100/1881
8158:  (68x3)/79¡Â29=204/2291
8159:  81+21¡Â74=81¡¯21/74
8160:  (20¡Â94)/68+3=3¡¯5/1598
8161:  33x52¡Â90=19¡¯1/15
8162:  55¡Â(84¡Â90)/76=4478¡¯4/7
8163:  (97x80)x52=403520
8164:  25+(49+80)=154
8165:  45x(56¡Â83)=30¡¯30/83
8166:  (80x65)¡Â62=83¡¯27/31
8167:  26x(11x81)=23166
8168:  32¡Â42x63=48
8169:  9-(56¡Â17)=5¡¯12/17
8170:  100+91+34=225
8171:  96+49¡Â75=96¡¯49/75
8172:  (65x67)¡Â29=150¡¯5/29
8173:  (47¡Â12)x21/20=4¡¯9/80
8174:  (71/20¡Â57)x30=1¡¯33/38
8175:  76x(97+17)=8664
8176:  (22-9)+61/39=14¡¯22/39
8177:  1+(81+100)=182
8178:  2¡Â49/11x10=4¡¯24/49
8179:  39-(5¡Â75)=38¡¯14/15
8180:  61x(92¡Â4)=1403
8181:  31x91-40=2781
8182:  44¡Â(79¡Â72)=40¡¯8/79
8183:  (10+68)-9=69
8184:  71/33¡Â91¡Â86=71/258258
8185:  78+(89-11)=156
8186:  (19-6)/41¡Â86=13/3526
8187:  9-(63-62)=8
8188:  69-(74/72¡Â39)=68¡¯1367/1404
8189:  74/41+(16x12)=193¡¯33/41
8190:  70x(35/18+52)/89=42¡¯343/801
8191:  (88+82)¡Â43/98=387¡¯19/43
8192:  (21x71)/90+92=108¡¯17/30
8193:  52x(75x9)=35100
8194:  37+93/79+69=107¡¯14/79
8195:  11¡Â(97/90+90)=990/8197
8196:  (77/81x85)¡Â37=2¡¯551/2997
8197:  17¡Â(54¡Â17)=5¡¯19/54
8198:  (58¡Â96)+47=47¡¯29/48
8199:  21/34+(88-49)=39¡¯21/34
8200:  (8+71)¡Â83=79/83
8201:  73¡Â22/78+34=292¡¯9/11
8202:  41x(26+58)=3444
8203:  (88¡Â23)¡Â47/85=6¡¯994/1081
8204:  29/15+(90-44)=47¡¯14/15
8205:  75x91x91/22=28230¡¯15/22
8206:  (73+4)¡Â43=1¡¯34/43
8207:  64¡Â10¡Â75=32/375
8208:  4x53x64=13568
8209:  58/50x98/94x5/77=203/2585
8210:  67-(86¡Â22)=63¡¯1/11
8211:  41/34+(64x53)/2=1697¡¯7/34
8212:  (83x92)x28=213808
8213:  63x60¡Â92=41¡¯2/23
8214:  78+12/70x58=87¡¯33/35
8215:  76+1¡Â91=76¡¯1/91
8216:  (40+69)x65=7085
8217:  99x39x76=293436
8218:  38¡Â74+97=97¡¯19/37
8219:  (33-2)x69=2139
8220:  58+96x99=9562
8221:  60/80x52+2=41
8222:  89-96/74¡Â27/30=87¡¯62/111
8223:  89¡Â(74+70)/96=59¡¯1/3
8224:  71x41-42=2869
8225:  64x(2x35)=4480
8226:  (69/76+78)+26/78=79¡¯55/228
8227:  41/5x(5x8)=328
8228:  72x(20+36)/5=806¡¯2/5
8229:  61¡Â(81+15)=61/96
8230:  (42+92)-46=88
8231:  72-53/30x6=61¡¯2/5
8232:  26x(88+10)=2548
8233:  3/33¡Â(19x36)/20=5/1881
8234:  85+7¡Â1=92
8235:  (98-82)+33=49
8236:  (23¡Â86)¡Â42/28=23/129
8237:  86+15-12=89
8238:  2-(23x2)/92=1¡¯1/2
8239:  3x17/42+86=87¡¯3/14
8240:  70/41x(46/69x94)=106¡¯122/123
8241:  (63x41)+86=2669
8242:  (1x48)x36=1728
8243:  (1¡Â51)x69=1¡¯6/17
8244:  (67+51)+1=119
8245:  41¡Â8+99/45=7¡¯13/40
8246:  12¡Â100/72¡Â96=9/100
8247:  (9x92)¡Â29=28¡¯16/29
8248:  44x(18¡Â70)/1=11¡¯11/35
8249:  94¡Â26/72x74=19262¡¯10/13
8250:  82x6+67/1=559
8251:  89¡Â(91+2)=89/93
8252:  51-(78¡Â96)=50¡¯3/16
8253:  77/48+10¡Â66=1¡¯133/176
8254:  37+14/33+64/46=38¡¯619/759
8255:  (5x71)¡Â56=6¡¯19/56
8256:  (73+52)x28=3500
8257:  68+3¡Â49=68¡¯3/49
8258:  (81¡Â19)+47/4=16¡¯1/76
8259:  24¡Â(74+50)=6/31
8260:  (34x18)¡Â3=204
8261:  90/19x(16x29)=2197¡¯17/19
8262:  89-(28/75¡Â77)=88¡¯821/825
8263:  57+92¡Â51=58¡¯41/51
8264:  96-19+40=117
8265:  57+46/65x39=84¡¯3/5
8266:  (23+57)-75=5
8267:  (4+46)¡Â79=50/79
8268:  (4+94)+69=167
8269:  19¡Â66¡Â58=19/3828
8270:  (66x82)/64-67=17¡¯9/16
8271:  11x91x94=94094
8272:  67¡Â(13¡Â81)=417¡¯6/13
8273:  16x23+35=403
8274:  9/33+(85-30)/39=1¡¯293/429
8275:  31/19x30+75=123¡¯18/19
8276:  (62+50)-71/60=110¡¯49/60
8277:  15+(59¡Â51)=16¡¯8/51
8278:  (10/35¡Â77)+71=71¡¯2/539
8279:  23x94+70=2232
8280:  (95/27¡Â24)+69=69¡¯95/648
8281:  (98¡Â62)/92+55=55¡¯49/2852
8282:  42¡Â(12x85)=7/170
8283:  24¡Â10x69=165¡¯3/5
8284:  79x(34/20x15)=2014¡¯1/2
8285:  (81x33)¡Â77=34¡¯5/7
8286:  3x(94-81)=39
8287:  62-17+90=135
8288:  (35-26)x20=180
8289:  (98/13+84)x74=6773¡¯11/13
8290:  (17+68)¡Â47=1¡¯38/47
8291:  78¡Â(43¡Â72)=130¡¯26/43
8292:  21-44¡Â87=20¡¯43/87
8293:  (60/48+64)x36=2349
8294:  (9+27)/96+21/16=1¡¯11/16
8295:  74¡Â(38+49)=74/87
8296:  (55x86)/43+100=210
8297:  15¡Â(91+44)=1/9
8298:  9+(44-40)=13
8299:  (32+62)-51=43
8300:  38x81/34+5=95¡¯9/17
8301:  51¡Â(5¡Â76)=775¡¯1/5
8302:  (74+38)/56¡Â66=1/33
8303:  (52-46)/38+32=32¡¯3/19
8304:  46x(84¡Â28)/79=1¡¯59/79
8305:  (53x98)¡Â7=742
8306:  (41¡Â80)+90=90¡¯41/80
8307:  39/35x35/46¡Â1=39/46
8308:  31+62¡Â65=31¡¯62/65
8309:  (39+67)-76=30
8310:  (31¡Â72)¡Â45/77=2387/3240
8311:  3x78+84/39=236¡¯2/13
8312:  (59x60)¡Â56=63¡¯3/14
8313:  (63x91)+6=5739
8314:  (99x85)+17=8432
8315:  (78-68)/89¡Â79=10/7031
8316:  53-69¡Â68=51¡¯67/68
8317:  (25/73+22)x14/100=3¡¯467/3650
8318:  (31x13)x66/12=2216¡¯1/2
8319:  39+(10+6)=55
8320:  (85/56x13)-32/63=19¡¯113/504
8321:  (20x8)x45=7200
8322:  57/90¡Â14x1=19/420
8323:  42+(14x97)=1400
8324:  (16/69+84)-56=28¡¯16/69
8325:  (19+84)-33=70
8326:  (97+37)x27=3618
8327:  (99/34¡Â89)/91x88=4356/137683
8328:  36¡Â(90¡Â49)=19¡¯3/5
8329:  (58¡Â56)x45/37=1¡¯269/1036
8330:  (26/76x31)x50=530¡¯5/19
8331:  62+(68/32x6)=74¡¯3/4
8332:  65-(76-62)/2=58
8333:  (100x8)-60/93=799¡¯11/31
8334:  69x57+71=4004
8335:  (39¡Â15)+2/34=2¡¯56/85
8336:  10¡Â(10-4)=1¡¯2/3
8337:  (98-49)/55¡Â70=7/550
8338:  81x54¡Â86=50¡¯37/43
8339:  96¡Â28¡Â64=3/56
8340:  (37+90)+59=186
8341:  56x(51-32)=1064
8342:  78¡Â67x69=80¡¯22/67
8343:  56+9¡Â26=56¡¯9/26
8344:  100+18x39=802
8345:  (13¡Â64)+94/26=3¡¯681/832
8346:  23-(91¡Â63)/99=22¡¯878/891
8347:  4x90+30=390
8348:  5+(56¡Â92)=5¡¯14/23
8349:  (83/95x91)¡Â7=11¡¯34/95
8350:  69+(46+83)/64=71¡¯1/64
8351:  (90¡Â89)¡Â22/51=2¡¯337/979
8352:  93/77¡Â94x95=1¡¯1597/7238
8353:  73+(14x11)=227
8354:  (35¡Â42)/74¡Â9=5/3996
8355:  (92x70)-20=6420
8356:  69/33+(71+44)=117¡¯1/11
8357:  26-(100¡Â94)=24¡¯44/47
8358:  6x(16¡Â6)/40=2/5
8359:  100+(83+52)=235
8360:  66¡Â(64-20)=1¡¯1/2
8361:  90-(24/100x75)=72
8362:  18¡Â90+78=78¡¯1/5
8363:  23x(98x92)/43=4822¡¯22/43
8364:  36¡Â(4x91)=9/91
8365:  (22x58)x59=75284
8366:  52¡Â(47+36)=52/83
8367:  (62x72)+96=4560
8368:  (55+62)¡Â68=1¡¯49/68
8369:  3+29¡Â68/48=23¡¯8/17
8370:  (100/64+26)x62=1708¡¯7/8
8371:  17x66/97x72=832¡¯80/97
8372:  27x68¡Â26=70¡¯8/13
8373:  31x13/1x7=2821
8374:  8¡Â40+94/96=1¡¯43/240
8375:  99-(22/34x19)=86¡¯12/17
8376:  36+(42¡Â45)/48=36¡¯7/360
8377:  13¡Â(61/86x54)=559/1647
8378:  67¡Â(11/95x82)=7¡¯51/902
8379:  6/50¡Â84x16=4/175
8380:  (77¡Â56)x44=60¡¯1/2
8381:  36+(94x96)=9060
8382:  (81¡Â28)¡Â61=81/1708
8383:  (89-37)/13+22=26
8384:  (37+5)+22/93=42¡¯22/93
8385:  46+27¡Â100=46¡¯27/100
8386:  66¡Â(68+34)=11/17
8387:  29/22+67+64=132¡¯7/22
8388:  100-16/81+76=175¡¯65/81
8389:  5¡Â(62¡Â92)=7¡¯13/31
8390:  60x15+7=907
8391:  (68+95)¡Â54/89=268¡¯35/54
8392:  20/26+(72¡Â51)=2¡¯40/221
8393:  46/98x(62x57)/46=36¡¯3/49
8394:  72+(36+21)=129
8395:  42¡Â2/92-45/39=1930¡¯11/13
8396:  (55x35)+3=1928
8397:  71/94x(89+74)=123¡¯11/94
8398:  93/68+13¡Â89=1¡¯3109/6052
8399:  84/7+67+50/83=79¡¯50/83
8400:  (38-4)x75=2550
8401:  98-56+24=66
8402:  22x95-76=2014
8403:  33/16¡Â93/9x34/34=99/496
8404:  64-(77-54)=41
8405:  (83-64)/22¡Â62=19/1364
8406:  8/6x1¡Â52=1/39
8407:  5¡Â(96/1¡Â9)=15/32
8408:  4¡Â26¡Â84=1/546
8409:  94+(80¡Â82)/75=94¡¯8/615
8410:  80+(48¡Â28)=81¡¯5/7
8411:  (53¡Â30)x52=91¡¯13/15
8412:  (94/45x71)x44=6525¡¯31/45
8413:  60¡Â64/40¡Â28/98=131¡¯1/4
8414:  20x90¡Â36=50
8415:  18¡Â25/12x39/98=3¡¯537/1225
8416:  (34x99)-81=3285
8417:  47/74x(60x34)=1295¡¯25/37
8418:  96+29+13=138
8419:  28/47x59/28x95=119¡¯12/47
8420:  (42¡Â89)+93/98=1¡¯3671/8722
8421:  28+71-50=49
8422:  68x(68x85)=393040
8423:  4¡Â(60+63)=4/123
8424:  58x100x25=145000
8425:  2+(84¡Â23)/68=2¡¯21/391
8426:  29-(76/99¡Â2)/95=28¡¯493/495
8427:  31¡Â(82+45)=31/127
8428:  99/40¡Â(12¡Â86)=17¡¯59/80
8429:  1/19¡Â(40x25)/7=7/19000
8430:  (30x3)/14-97/77=5¡¯13/77
8431:  76+7¡Â71=76¡¯7/71
8432:  (72+25)¡Â14=6¡¯13/14
8433:  81-18/81+78/31=83¡¯82/279
8434:  (19¡Â90)¡Â66=19/5940
8435:  70+(21x90)=1960
8436:  (27x31)+21=858
8437:  39/23x(10x47)=796¡¯22/23
8438:  (86x1)-73/51=84¡¯29/51
8439:  (67¡Â7)+67/100=10¡¯169/700
8440:  93x16x5=7440
8441:  64-(25/77¡Â16)/12=63¡¯14759/14784
8442:  58+(34¡Â19)=59¡¯15/19
8443:  (75-45)x95/12=237¡¯1/2
8444:  10x33x8/63=41¡¯19/21
8445:  24-(54+3)/65=23¡¯8/65
8446:  31+17+38=86
8447:  96¡Â85¡Â4=24/85
8448:  87/80¡Â22¡Â21=29/12320
8449:  91/4¡Â29+38=38¡¯91/116
8450:  95/3+(98¡Â45)/52=31¡¯829/1170
8451:  51/3x(57/100¡Â33)/66=323/72600
8452:  63¡Â(13¡Â88)=426¡¯6/13
8453:  (10+95)¡Â24=4¡¯3/8
8454:  88-23+62=127
8455:  (18+56)/61¡Â20=37/610
8456:  59x(59+92)=8909
8457:  8x(59x97)/100=457¡¯21/25
8458:  53¡Â51+36/20=2¡¯214/255
8459:  86/83x(46¡Â70)=1978/2905
8460:  3/5x(44x94)=2481¡¯3/5
8461:  (78x64)x75/38=9852¡¯12/19
8462:  (50¡Â15)¡Â79=10/237
8463:  (13/39+53)¡Â2=26¡¯2/3
8464:  16+(36/100¡Â52)=16¡¯9/1300
8465:  (52-8)/32x67=92¡¯1/8
8466:  18+(44+37)=99
8467:  84x(32/14+42)=3720
8468:  (87¡Â76)x60=68¡¯13/19
8469:  88x46x49=198352
8470:  (74¡Â5)¡Â3=4¡¯14/15
8471:  54x21-84=1050
8472:  13¡Â(63¡Â92)=18¡¯62/63
8473:  9+(45/23+7)=17¡¯22/23
8474:  16/27¡Â(62+35)=16/2619
8475:  59x59x65=226265
8476:  26¡Â84x34=10¡¯11/21
8477:  40-10-21=9
8478:  42x66+44/62=2772¡¯22/31
8479:  68+(31x11)=409
8480:  (42+84)+9=135
8481:  (92+77)x2=338
8482:  59-41¡Â24=57¡¯7/24
8483:  (97+73)-92=78
8484:  88+26¡Â64/78=119¡¯11/16
8485:  75-(20¡Â78)=74¡¯29/39
8486:  49-7¡Â36=48¡¯29/36
8487:  (51+14)x16=1040
8488:  25x25+57/37=626¡¯20/37
8489:  1¡Â(66/17+79)=17/1409
8490:  33¡Â84+80=80¡¯11/28
8491:  50/63+70/3+89/100=25¡¯107/6300
8492:  (84x11)-37=887
8493:  25+97-19/94=121¡¯75/94
8494:  11-28/26-5=4¡¯12/13
8495:  10+(92x7)=654
8496:  97/14-(36¡Â44)/60=6¡¯1409/1540
8497:  (18+100)-90/92=117¡¯1/46
8498:  50x(12/59+83)=4160¡¯10/59
8499:  45-(94/80+21)=22¡¯33/40
8500:  (89+40)/77+7=8¡¯52/77
8501:  88¡Â(15+72)/36=36¡¯12/29
8502:  21/13x(46+73)=192¡¯3/13
8503:  79¡Â42+35/26=3¡¯62/273
8504:  71-5+32=98
8505:  95x17¡Â48=33¡¯31/48
8506:  51/95x78¡Â33=1¡¯281/1045
8507:  36+59-39=56
8508:  50¡Â(53¡Â29)=27¡¯19/53
8509:  (25+77)¡Â85/82=98¡¯2/5
8510:  69/68+4x28/78=2¡¯1195/2652
8511:  (86¡Â23)/35x24=2¡¯454/805
8512:  13x37¡Â66/68=495¡¯19/33
8513:  35-(88¡Â67)=33¡¯46/67
8514:  62/60+(59+68)=128¡¯1/30
8515:  97¡Â91¡Â43=97/3913
8516:  (70-24)+80=126
8517:  17¡Â(95/57x94)=51/470
8518:  11+(22+59)=92
8519:  40x57x61/19=7320
8520:  65+50¡Â65=65¡¯10/13
8521:  (61¡Â20)/22¡Â17=61/7480
8522:  (60-34)x45=1170
8523:  100-55¡Â6=90¡¯5/6
8524:  59+73-40=92
8525:  23x58¡Â28/93=4430¡¯11/14
8526:  85-28¡Â88=84¡¯15/22
8527:  (67x99)¡Â65=102¡¯3/65
8528:  4x(45-12)/4=33
8529:  1¡Â(85+27)=1/112
8530:  97¡Â97x55=55
8531:  87+94+46/64=181¡¯23/32
8532:  (22+12)¡Â28/74=89¡¯6/7
8533:  88+(8+19)=115
8534:  1+76+17/96=77¡¯17/96
8535:  (78¡Â86)/75x36=468/1075
8536:  40¡Â(58x62)=10/899
8537:  2/63¡Â(70/35+26)=1/882
8538:  57x69-75=3858
8539:  12-36¡Â40=11¡¯1/10
8540:  29x46+93=1427
8541:  57¡Â(95+77)=57/172
8542:  52+(13¡Â52)=52¡¯1/4
8543:  91x71/99¡Â90/26=18¡¯3803/4455
8544:  (76¡Â81)/33+99=99¡¯76/2673
8545:  5x(66+94)=800
8546:  60x57/16+75=288¡¯3/4
8547:  87¡Â33x85=224¡¯1/11
8548:  88/76x31x30/63=17¡¯37/399
8549:  6+(13¡Â50)=6¡¯13/50
8550:  87+(17-10)=94
8551:  32+44-26=50
8552:  6x35+67=277
8553:  (64/5x64)+100=919¡¯1/5
8554:  50/70x(72x71)=3651¡¯3/7
8555:  (44-21)/56+88=88¡¯23/56
8556:  40-18x18/96=36¡¯5/8
8557:  63x(23/33¡Â80)=483/880
8558:  56+(75-70)=61
8559:  31x(36+100)=4216
8560:  21+70/73¡Â68=21¡¯35/2482
8561:  16x(52+90)=2272
8562:  (45+97)+27=169
8563:  (86/48+47)x5=243¡¯23/24
8564:  53-52+25=26
8565:  36-(69+33)/27=32¡¯2/9
8566:  84+50x20=1084
8567:  31¡Â78x10=3¡¯38/39
8568:  (69x7)-44=439
8569:  (81¡Â32)/11x93=21¡¯141/352
8570:  42-1¡Â28=41¡¯27/28
8571:  92x28¡Â57=45¡¯11/57
8572:  48¡Â43x69/24=3¡¯9/43
8573:  48-(18¡Â41)/72=47¡¯163/164
8574:  87-65¡Â63=85¡¯61/63
8575:  (82¡Â63)¡Â3=82/189
8576:  (67-44)+35=58
8577:  (57+12)x68/24=195¡¯1/2
8578:  32+(39x77)=3035
8579:  18/22¡Â69x31=93/253
8580:  7¡Â87x54/78=21/377
8581:  (43x38)/77¡Â46=817/1771
8582:  (66¡Â96)x73=50¡¯3/16
8583:  54/4+46x61=2819¡¯1/2
8584:  (19x4)/43¡Â21=76/903
8585:  62¡Â(21/10¡Â36)=1062¡¯6/7
8586:  14/62¡Â(74¡Â63)=441/2294
8587:  98/22x93-72/48=412¡¯17/22
8588:  36+(26/9+94)/94=37¡¯13/423
8589:  (17/49+59)/57¡Â25/49=2¡¯58/1425
8590:  (66+83)x51/79=96¡¯15/79
8591:  96¡Â(72+66)=16/23
8592:  (25¡Â58)x13/34=325/1972
8593:  (44+64)-37/16=105¡¯11/16
8594:  (86x92)+73=7985
8595:  (85x24)-39=2001
8596:  (71¡Â59)x91/50=2¡¯561/2950
8597:  (60x60)+44=3644
8598:  4¡Â(85x7)=4/595
8599:  83x86-32/47=7137¡¯15/47
8600:  (81-33)x9/69=6¡¯6/23
8601:  5¡Â(74x41)=5/3034
8602:  38¡Â(14x41)/100=6¡¯178/287
8603:  (6¡Â47)¡Â94=3/2209
8604:  (47/81x96)+5=60¡¯19/27
8605:  (93x48)+15/47=4464¡¯15/47
8606:  (92¡Â73)+87/43=3¡¯890/3139
8607:  (92x21)-12=1920
8608:  66/72¡Â(64¡Â27)=99/256
8609:  90+(82x62)=5174
8610:  60/18+(92+4)/44=5¡¯17/33
8611:  (10+44)¡Â74=27/37
8612:  77-61-8/72=15¡¯8/9
8613:  (54+8)x23=1426
8614:  90+88+72=250
8615:  (31¡Â9)x92/55=5¡¯377/495
8616:  52x44-30=2258
8617:  (79x62)¡Â36=136¡¯1/18
8618:  57¡Â(59+83)/35=14¡¯7/142
8619:  (61+54)-25=90
8620:  (23x31)x68=48484
8621:  (5x2)¡Â47=10/47
8622:  (1¡Â89)¡Â45=1/4005
8623:  (50+5)+10=65
8624:  (94-20)/14+55=60¡¯2/7
8625:  (62+39)x69=6969
8626:  5/97+85x32=2720¡¯5/97
8627:  18+(70x68)=4778
8628:  96+99+37=232
8629:  (73+77)x45=6750
8630:  49x38-58=1804
8631:  50-(9+67)/61=48¡¯46/61
8632:  2+(72+4)/53=3¡¯23/53
8633:  (40+70)x23/54=46¡¯23/27
8634:  41/63¡Â71/73+83=83¡¯2993/4473
8635:  25x65+49=1674
8636:  (90/38+43)+69=114¡¯7/19
8637:  44/5¡Â85/66¡Â43=2904/18275
8638:  (18+31)x96=4704
8639:  69/41¡Â(10¡Â7)=1¡¯73/410
8640:  12-(86¡Â17)=6¡¯16/17
8641:  (25+77)¡Â60/5=8¡¯1/2
8642:  31+(9/84x66)=38¡¯1/14
8643:  58¡Â61+62/34=2¡¯803/1037
8644:  97-(2+81)/56=95¡¯29/56
8645:  22¡Â76x39=11¡¯11/38
8646:  22+(30/29+32)/64=22¡¯479/928
8647:  32+37¡Â94=32¡¯37/94
8648:  (42¡Â76)/8¡Â62/36=189/4712
8649:  31-4-16=11
8650:  5x(12+46)=290
8651:  92x(4¡Â46)/54=4/27
8652:  69-92¡Â82=67¡¯36/41
8653:  7x14x10=980
8654:  34¡Â(22x20)=17/220
8655:  95+97/97¡Â34=95¡¯1/34
8656:  38/33¡Â68/45x98=74¡¯127/187
8657:  (57x79)x60=270180
8658:  (53+94)¡Â18=8¡¯1/6
8659:  70/43+57x72/41=101¡¯1279/1763
8660:  97¡Â(35+17)/1=1¡¯45/52
8661:  81+(10+50)=141
8662:  (51+95)x87=12702
8663:  2+52-71/78=53¡¯7/78
8664:  (57/10¡Â100)¡Â13=57/13000
8665:  (100-78)/22+78=79
8666:  19x(52/98x45)=453¡¯33/49
8667:  53+100¡Â15=59¡¯2/3
8668:  19/28+(12+71)=83¡¯19/28
8669:  38/50x28+4=25¡¯7/25
8670:  (7+98)/85+6=7¡¯4/17
8671:  96/32+(33/28+33)=37¡¯5/28
8672:  (82¡Â31)x77=203¡¯21/31
8673:  16¡Â(95-63)=1/2
8674:  17+(75x29)=2192
8675:  (94-55)-24=15
8676:  33+70+69=172
8677:  67x18-73=1133
8678:  50/7¡Â(71+13)=25/294
8679:  82¡Â(34+94)=41/64
8680:  42/30¡Â(73/3¡Â57)=3¡¯102/365
8681:  11+70¡Â67=12¡¯3/67
8682:  98/38x(27-10)=43¡¯16/19
8683:  4/4x38¡Â13=2¡¯12/13
8684:  (55x74)x76=309320
8685:  64¡Â(48+80)=1/2
8686:  87x(57¡Â63)=78¡¯5/7
8687:  (66x29)¡Â62=30¡¯27/31
8688:  71x76+76=5472
8689:  (30¡Â87)x61=21¡¯1/29
8690:  (43x28)/19¡Â70=86/95
8691:  (28¡Â76)x46=16¡¯18/19
8692:  80¡Â16+87=92
8693:  2¡Â76+99=99¡¯1/38
8694:  37+10¡Â71=37¡¯10/71
8695:  29/61+(24¡Â54)=505/549
8696:  86x16¡Â7=196¡¯4/7
8697:  39-42/68+58/48=39¡¯241/408
8698:  72¡Â7/23+22=258¡¯4/7
8699:  (61+88)¡Â45=3¡¯14/45
8700:  53+(64/54¡Â58)=53¡¯16/783
8701:  (33+83)¡Â90=1¡¯13/45
8702:  (82¡Â18)¡Â1=4¡¯5/9
8703:  74+72¡Â97/74=128¡¯90/97
8704:  4+73+57=134
8705:  (34¡Â61)¡Â27=34/1647
8706:  24+95-14/86=118¡¯36/43
8707:  87-20+90=157
8708:  11¡Â(76x57)=11/4332
8709:  81¡Â17+47=51¡¯13/17
8710:  9x(83¡Â100)=7¡¯47/100
8711:  (10x78)¡Â43=18¡¯6/43
8712:  38x(53¡Â10)=201¡¯2/5
8713:  57/91¡Â(42/38¡Â18)=10¡¯128/637
8714:  11+(7x29)=214
8715:  83+97¡Â82=84¡¯15/82
8716:  39-35+29=33
8717:  95¡Â32x3=8¡¯29/32
8718:  26-16+1=11
8719:  27x66x77=137214
8720:  31x79¡Â45=54¡¯19/45
8721:  41/19¡Â79+3=3¡¯41/1501
8722:  (79+37)¡Â42=2¡¯16/21
8723:  43/88x(15¡Â21)=215/616
8724:  26¡Â47/96+75=128¡¯5/47
8725:  47x85x85=339575
8726:  59/18x(13+52)=213¡¯1/18
8727:  26+20-97/8=33¡¯7/8
8728:  19x41+3=782
8729:  47x99/59+83/93=79¡¯4153/5487
8730:  71/11x48x89=27573¡¯9/11
8731:  62-(21¡Â59)=61¡¯38/59
8732:  50x98¡Â27=181¡¯13/27
8733:  27-25+15=17
8734:  (76x76)/66+88=175¡¯17/33
8735:  (3/24¡Â91)x16=2/91
8736:  24x34¡Â18/90=4080
8737:  45x(38¡Â25)=68¡¯2/5
8738:  33¡Â(87+39)=11/42
8739:  (42x76)x49=156408
8740:  81+30+25=136
8741:  88¡Â(95+61)/70=39¡¯19/39
8742:  (61¡Â87)x32=22¡¯38/87
8743:  71/28+77-12=67¡¯15/28
8744:  66¡Â96+16=16¡¯11/16
8745:  (19+24)-67/85=42¡¯18/85
8746:  25¡Â(47/14+5)=2¡¯116/117
8747:  (41/98¡Â95)/74x61=2501/688940
8748:  34/58+(68x14)=952¡¯17/29
8749:  39¡Â72+78=78¡¯13/24
8750:  (77/98x90)¡Â13=5¡¯40/91
8751:  (89x10)x87=77430
8752:  (14x83)x5/82=70¡¯35/41
8753:  (24x20)x54=25920
8754:  97x(74-67)/34=19¡¯33/34
8755:  3x(96/32¡Â1)=9
8756:  (73+12)/80+40=41¡¯1/16
8757:  5x(15/100x97)=72¡¯3/4
8758:  87+(27+30)=144
8759:  (13+34)x87=4089
8760:  (61¡Â76)¡Â39=61/2964
8761:  98+(22¡Â67)=98¡¯22/67
8762:  (93+83)/78+56=58¡¯10/39
8763:  36x(5+65)=2520
8764:  (70+78)+76=224
8765:  66-(53¡Â13)=61¡¯12/13
8766:  80-55+6/52=25¡¯3/26
8767:  (8-5)/90¡Â94=1/2820
8768:  21+(90x84)=7581
8769:  (63¡Â58)+53/67=1¡¯3409/3886
8770:  (8+100)¡Â56=1¡¯13/14
8771:  98/82x55-15=50¡¯30/41
8772:  12+67¡Â53=13¡¯14/53
8773:  59+73/80-28=31¡¯73/80
8774:  15x(76-21)/4=206¡¯1/4
8775:  33¡Â7¡Â19=33/133
8776:  20¡Â(49+32)=20/81
8777:  20/57+91/52x42=73¡¯97/114
8778:  22¡Â96/90+50=70¡¯5/8
8779:  47x(22+53)=3525
8780:  (88x52)/67x9=614¡¯46/67
8781:  (30¡Â63)/79x47/43=470/71337
8782:  37/3¡Â14x34=29¡¯20/21
8783:  20¡Â(57+93)=2/15
8784:  (73¡Â46)¡Â5=73/230
8785:  52¡Â(44x98)=13/1078
8786:  37-31¡Â51=36¡¯20/51
8787:  56-(87/47¡Â39)/53=55¡¯32354/32383
8788:  78¡Â4¡Â88=39/176
8789:  76¡Â(95x5)=4/25
8790:  (25/58x50)/56+32=32¡¯625/1624
8791:  76+(2¡Â35)=76¡¯2/35
8792:  (68x50)x24/86=948¡¯36/43
8793:  (19¡Â97)/21x11=209/2037
8794:  (44+9)-29/87=52¡¯2/3
8795:  (76x22)¡Â68=24¡¯10/17
8796:  (1¡Â82)x73=73/82
8797:  (89¡Â67)x63=83¡¯46/67
8798:  53x36¡Â75=25¡¯11/25
8799:  34x2/94+25/11=2¡¯515/517
8800:  70/91+(63+32)=95¡¯10/13
8801:  10¡Â(37x83)/37=10/83
8802:  40¡Â(89+96)=8/37
8803:  100¡Â75¡Â97=4/291
8804:  73¡Â24/58+22=198¡¯5/12
8805:  (95+4)x69=6831
8806:  37¡Â78+83=83¡¯37/78
8807:  66¡Â72/67-28=33¡¯5/12
8808:  96¡Â34¡Â95=48/1615
8809:  14+(39+92)=145
8810:  50/19+86+48=136¡¯12/19
8811:  13¡Â88¡Â27=13/2376
8812:  27¡Â18¡Â28=3/56
8813:  46¡Â87+87=87¡¯46/87
8814:  97x39-61=3722
8815:  (69¡Â75)¡Â36=23/900
8816:  (83¡Â72)x37=42¡¯47/72
8817:  58¡Â(10¡Â98)=568¡¯2/5
8818:  43¡Â44¡Â77/31=1333/3388
8819:  (70¡Â59)x13=15¡¯25/59
8820:  (19x69)x41=53751
8821:  76+12/44x71=95¡¯4/11
8822:  49/80+(98x8)/49=16¡¯49/80
8823:  50-12+40=78
8824:  12¡Â(30/47¡Â23)=432¡¯2/5
8825:  (93/61¡Â77)+68/85=19253/23485
8826:  (3x88)-74/46=262¡¯9/23
8827:  8-(8¡Â31)=7¡¯23/31
8828:  86¡Â(70/53x66)=2279/2310
8829:  (30+52)¡Â74=1¡¯4/37
